Date,Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,TotalGoals,prob_H_norm,prob_D_norm,prob_A_norm
2023-04-09,2022-23,Betis,Cadiz,0,2,A,9,15,3,4,5,6,3,3,2,0,1.62,3.75,5.75,2,0.5835193829916785,0.25208037345240514,0.1644002435559164
2023-04-10,2022-23,Barcelona,Girona,0,0,D,18,5,3,0,12,2,0,2,0,0,1.3,5.5,10.0,0,0.7318695941450432,0.17298735861610112,0.09514304723885562
2023-04-14,2022-23,Vallecano,Osasuna,2,1,H,12,8,3,4,2,3,2,3,0,0,2.2,3.1,3.6,3,0.43088803088803085,0.30579150579150577,0.2633204633204633
2023-04-15,2022-23,Villarreal,Valladolid,1,2,A,22,14,7,7,8,5,1,6,0,0,1.44,4.75,6.5,3,0.6558682952734998,0.19883165161975572,0.14530005310674457
2023-04-15,2022-23,Ath Bilbao,Sociedad,2,0,H,13,13,5,4,5,2,5,2,0,0,2.25,3.1,3.5,2,0.4221789883268483,0.3064202334630351,0.27140077821011677
2023-04-15,2022-23,Betis,Espanol,3,1,H,15,13,8,4,4,13,2,2,0,0,1.83,3.5,4.5,4,0.5182625863770978,0.27097729516288255,0.21076011846001974
2023-04-15,2022-23,Cadiz,Real Madrid,0,2,A,12,35,3,11,2,9,1,0,0,0,5.75,4.2,1.55,2,0.16450818118642996,0.22521953376713624,0.6102722850464337
2023-04-16,2022-23,Girona,Elche,2,0,H,14,13,4,5,3,4,3,3,0,1,1.53,4.33,6.0,2,0.6217557060086298,0.21969658895916944,0.15854770503220061
2023-04-16,2022-23,Getafe,Barcelona,0,0,D,5,15,1,3,1,5,2,1,0,0,6.0,3.8,1.6,0,0.15800415800415799,0.24948024948024947,0.5925155925155925
2023-04-16,2022-23,Ath Madrid,Almeria,2,1,H,19,2,7,0,9,2,3,3,0,0,1.22,7.0,11.0,3,0.7780921584478578,0.13561034761519808,0.08629749393694423
2023-04-16,2022-23,Valencia,Sevilla,0,2,A,13,6,3,3,6,2,1,4,1,0,2.2,3.2,3.6,2,0.4350453172205438,0.2990936555891239,0.26586102719033233
2023-04-17,2022-23,Celta,Mallorca,0,1,A,12,8,3,2,7,5,2,1,1,0,1.8,3.3,5.25,1,0.5295735900962861,0.28885832187070154,0.1815680880330124
2023-04-21,2022-23,Espanol,Cadiz,0,0,D,14,11,5,2,6,3,4,2,0,0,2.05,3.25,3.8,0,0.46077791250816164,0.290644529428225,0.24857755806361348
2023-04-22,2022-23,Real Madrid,Celta,2,0,H,17,12,5,2,8,3,1,2,0,0,1.36,5.0,9.0,2,0.7026858213616489,0.19113054341036853,0.10618363522798249
2023-04-22,2022-23,Valladolid,Girona,1,0,H,15,12,6,6,5,7,1,1,0,0,2.5,3.4,2.8,1,0.38049560351718625,0.2797761790567546,0.33972821742605913
2023-04-22,2022-23,Almeria,Ath Bilbao,1,2,A,12,14,4,3,3,4,2,4,0,0,3.8,3.75,1.85,3,0.24585806680251618,0.24913617435988308,0.5050057588376008
2023-04-22,2022-23,Osasuna,Betis,3,2,H,10,21,5,6,5,13,2,0,0,0,2.55,3.2,2.88,5,0.37281553398058254,0.29708737864077667,0.33009708737864074
2023-04-22,2022-23,Sociedad,Vallecano,2,1,H,7,7,1,2,3,3,1,2,0,0,1.67,3.5,6.0,3,0.5696460056964601,0.2718025227180252,0.15855147158551472
2023-04-23,2022-23,Elche,Valencia,0,2,A,7,5,1,3,11,6,3,1,0,0,4.33,3.5,1.85,2,0.21845110575057775,0.2702552251142862,0.511293669135136
2023-04-23,2022-23,Barcelona,Ath Madrid,1,0,H,13,13,4,3,3,3,4,7,0,0,1.95,3.3,4.2,1,0.48657187993680884,0.287519747235387,0.22590837282780407
2023-04-23,2022-23,Mallorca,Getafe,3,1,H,8,3,4,1,2,2,2,3,0,0,2.3,2.88,3.75,4,0.41460324772544055,0.3311067603362893,0.2542899919382702
2023-04-23,2022-23,Sevilla,Villarreal,2,1,H,17,17,4,5,5,3,1,2,0,0,2.75,3.4,2.55,3,0.34634974533106966,0.28013582342954163,0.3735144312393889
2023-04-25,2022-23,Cadiz,Osasuna,0,1,A,20,6,4,4,11,2,0,1,0,1,2.3,3.1,3.4,1,0.41349548842683403,0.3067869752844252,0.27971753628874063
2023-04-25,2022-23,Girona,Real Madrid,4,2,H,13,18,5,3,3,8,1,2,0,0,5.25,4.33,1.57,6,0.17997199064943042,0.2182108431661685,0.6018171661844011
2023-04-25,2022-23,Betis,Sociedad,0,0,D,10,10,1,3,2,4,1,3,0,0,2.75,3.25,2.63,0,0.34580762617578636,0.2926064529179731,0.36158592090624053
2023-04-26,2022-23,Vallecano,Barcelona,2,1,H,9,10,6,5,3,9,1,4,0,0,4.75,3.75,1.73,3,0.1995079572537864,0.25271007918812943,0.5477819635580841
2023-04-26,2022-23,Ath Madrid,Mallorca,3,1,H,24,6,9,2,5,8,0,0,0,0,1.4,4.33,8.5,4,0.6720287764529735,0.21728413095477203,0.11068709259225445
2023-04-26,2022-23,Getafe,Almeria,1,2,A,21,23,9,11,4,6,2,2,1,0,1.91,3.3,4.5,3,0.49919322307382,0.2889269866881807,0.21187979023799916
2023-04-26,2022-23,Celta,Elche,1,0,H,17,16,9,1,10,6,0,0,0,0,1.3,5.25,10.0,1,0.7258900795022467,0.1797442101624611,0.09436571033529209
2023-04-27,2022-23,Ath Bilbao,Sevilla,0,1,A,7,4,2,1,8,2,3,3,0,0,1.75,3.6,4.5,1,0.5333333333333333,0.2592592592592593,0.2074074074074074
2023-04-27,2022-23,Valencia,Valladolid,2,1,H,18,8,5,2,6,2,0,4,0,0,1.75,3.75,4.75,3,0.5449330783938815,0.25430210325047803,0.20076481835564056
2023-04-27,2022-23,Villarreal,Espanol,4,2,H,31,13,13,4,9,2,2,4,0,1,1.57,4.0,6.0,6,0.6045340050377834,0.23727959697732998,0.15818639798488665
2023-04-28,2022-23,Osasuna,Sociedad,0,2,A,13,12,1,8,4,2,3,1,0,0,3.75,3.0,2.2,2,0.25287356321839083,0.3160919540229885,0.4310344827586207
2023-04-29,2022-23,Elche,Vallecano,4,0,H,18,14,9,3,3,8,1,2,0,1,4.75,3.5,1.8,4,0.20015885623510724,0.27164416203335984,0.5281969817315331
2023-04-29,2022-23,Real Madrid,Almeria,4,2,H,15,9,12,3,7,0,2,2,0,0,1.14,8.5,15.0,6,0.8263659342796034,0.11083025471514679,0.06280381100524984
2023-04-29,2022-23,Barcelona,Betis,4,0,H,15,4,8,1,10,0,0,2,0,1,1.33,5.0,9.0,4,0.7073247406475951,0.1881483810122603,0.10452687834014461
2023-04-30,2022-23,Cadiz,Valencia,2,1,H,8,16,4,4,5,6,6,2,0,0,3.1,3.1,2.45,3,0.30625,0.30625,0.3875
2023-04-30,2022-23,Villarreal,Celta,3,1,H,9,14,3,5,4,9,1,4,0,0,1.8,3.6,4.5,4,0.5263157894736842,0.2631578947368421,0.21052631578947367
2023-04-30,2022-23,Espanol,Getafe,1,0,H,17,7,8,2,6,3,3,5,0,0,2.38,3.0,3.3,1,0.39768618944323936,0.31549771029163654,0.28681610026512416
2023-04-30,2022-23,Valladolid,Ath Madrid,2,5,A,19,9,6,6,9,1,2,1,0,0,5.5,3.8,1.65,7,0.17298937784522,0.25037936267071315,0.5766312594840667
2023-05-01,2022-23,Mallorca,Ath Bilbao,1,1,D,9,16,2,6,5,7,4,2,0,0,3.6,3.0,2.25,2,0.2631578947368421,0.3157894736842105,0.42105263157894735
2023-05-01,2022-23,Sevilla,Girona,0,2,A,23,9,5,3,6,1,1,1,0,0,1.95,3.5,3.8,2,0.4830216088614491,0.26911203922280735,0.24786635191574358
2023-05-02,2022-23,Barcelona,Osasuna,1,0,H,21,7,4,2,11,0,0,0,0,1,1.14,7.5,19.0,1,0.8250825082508252,0.1254125412541254,0.0495049504950495
2023-05-02,2022-23,Sociedad,Real Madrid,2,0,H,9,10,4,5,2,6,1,5,0,1,2.55,3.4,2.8,2,0.37583892617449666,0.28187919463087246,0.3422818791946309
2023-05-02,2022-23,Almeria,Elche,2,1,H,10,14,4,1,7,13,2,2,0,0,1.62,4.33,5.0,3,0.5888816959792844,0.22032063452342746,0.19079766949728819
2023-05-03,2022-23,Valencia,Villarreal,1,1,D,8,11,1,4,6,6,4,2,0,0,2.75,3.3,2.55,2,0.34343434343434337,0.2861952861952861,0.37037037037037035
2023-05-03,2022-23,Ath Madrid,Cadiz,5,1,H,18,2,8,1,5,2,3,2,0,0,1.29,5.5,12.0,6,0.7451312447078747,0.1747671464860288,0.08010160880609654
2023-05-03,2022-23,Getafe,Celta,1,0,H,14,7,4,1,1,5,7,5,0,1,2.55,3.0,3.1,1,0.3741701870850936,0.3180446590223295,0.30778515389257693
2023-05-04,2022-23,Girona,Mallorca,2,1,H,17,8,7,2,9,5,4,0,0,0,2.1,3.2,3.75,3,0.45121263395375066,0.2961082910321489,0.25267907501410036
2023-05-04,2022-23,Sevilla,Espanol,3,2,H,18,7,6,3,9,0,1,2,0,0,1.83,3.6,4.2,5,0.5143906919779547,0.2614819350887937,0.2241273729332517
2023-05-04,2022-23,Ath Bilbao,Betis,0,1,A,21,12,6,2,13,2,1,3,1,0,1.7,4.0,4.75,1,0.5608856088560886,0.23837638376383766,0.2007380073800738
2023-05-04,2022-23,Vallecano,Valladolid,2,1,H,16,7,6,4,3,4,0,0,0,0,1.73,3.8,4.75,3,0.5496094879953717,0.25021695111368236,0.20017356089094587
2023-05-12,2022-23,Mallorca,Cadiz,1,0,H,8,14,3,4,3,7,5,3,0,0,2.15,2.9,4.0,1,0.4388121808208814,0.3253262719878949,0.23586154719122376
2023-05-13,2022-23,Sociedad,Girona,2,2,D,18,13,6,6,7,4,5,3,0,1,1.62,4.0,5.5,4,0.5883926183471516,0.23829901043059643,0.17330837122225196
2023-05-13,2022-23,Osasuna,Almeria,3,1,H,18,8,7,3,4,1,0,0,0,0,2.05,3.5,3.6,4,0.46400294605045106,0.27177315411526415,0.2642238998342846
2023-05-13,2022-23,Villarreal,Ath Bilbao,5,1,H,17,11,11,5,7,5,4,3,0,0,2.1,3.5,3.4,6,0.45092838196286467,0.2705570291777188,0.27851458885941643
2023-05-13,2022-23,Real Madrid,Getafe,1,0,H,16,9,3,2,1,3,1,4,0,0,1.55,4.0,6.5,1,0.6150206978119456,0.23832052040212892,0.1466587817859255
2023-05-14,2022-23,Espanol,Barcelona,2,4,A,15,15,7,5,4,3,1,3,0,0,5.25,4.0,1.65,6,0.18200620475698032,0.2388831437435367,0.5791106514994829
2023-05-14,2022-23,Valladolid,Sevilla,0,3,A,28,17,6,5,8,3,2,1,0,0,2.25,3.5,3.1,3,0.42217898832684825,0.2714007782101167,0.306420233463035
2023-05-14,2022-23,Elche,Ath Madrid,1,0,H,15,13,4,4,3,5,2,0,0,0,8.0,5.0,1.36,1,0.11789181692094314,0.18862690707350901,0.6934812760055478
2023-05-14,2022-23,Celta,Valencia,1,2,A,10,12,6,5,5,4,3,5,0,1,2.2,3.3,3.4,3,0.43220338983050843,0.288135593220339,0.2796610169491525
2023-05-15,2022-23,Betis,Vallecano,3,1,H,11,16,5,4,6,5,3,2,0,1,1.91,3.5,4.0,4,0.4942630185348632,0.26972639011473964,0.23601059135039718
2023-05-19,2022-23,Cadiz,Valladolid,2,0,H,11,6,4,2,4,3,4,4,0,1,2.2,3.4,3.3,2,0.43220338983050843,0.2796610169491525,0.288135593220339
2023-05-20,2022-23,Girona,Villarreal,1,2,A,9,10,3,5,3,1,2,1,0,0,2.8,3.75,2.3,3,0.3373753178173283,0.2519069039702718,0.41071777821239974
2023-05-20,2022-23,Ath Bilbao,Celta,2,1,H,10,8,3,3,8,5,4,1,0,0,1.62,3.8,5.5,3,0.5811043763554468,0.24773397097258518,0.17116165267196795
2023-05-20,2022-23,Almeria,Mallorca,3,0,H,12,7,3,3,4,6,1,2,0,0,2.25,3.25,3.3,3,0.4212076583210604,0.2916053019145803,0.2871870397643594
2023-05-20,2022-23,Getafe,Elche,1,1,D,9,13,5,4,5,6,3,1,0,0,1.5,4.0,7.0,2,0.6292134831460674,0.23595505617977527,0.1348314606741573
2023-05-20,2022-23,Barcelona,Sociedad,1,2,A,13,13,4,6,8,2,4,4,0,0,1.8,3.75,4.33,3,0.5275084060230983,0.25320403489108717,0.21928755908581452
2023-05-21,2022-23,Vallecano,Espanol,1,2,A,15,10,5,6,4,4,2,2,0,0,2.15,3.4,3.4,3,0.44155844155844154,0.2792207792207792,0.2792207792207792
2023-05-21,2022-23,Ath Madrid,Osasuna,3,0,H,15,12,5,2,8,10,0,2,0,0,1.36,4.75,8.0,3,0.6866642573183954,0.19660281893747744,0.11673292374412723
2023-05-21,2022-23,Valencia,Real Madrid,1,0,H,12,13,6,5,2,9,4,2,0,1,3.2,3.5,2.2,1,0.2968388589051658,0.27139552814186585,0.4317656129529684
2023-05-21,2022-23,Sevilla,Betis,0,0,D,10,5,4,0,4,3,2,2,0,1,2.3,3.3,3.1,0,0.41002004008016035,0.28577154308617236,0.30420841683366734
2023-05-23,2022-23,Valladolid,Barcelona,3,1,H,8,16,4,6,2,6,1,0,0,0,3.6,3.8,1.91,4,0.2609477241676853,0.24721363342201763,0.4918386424102969
2023-05-23,2022-23,Sociedad,Almeria,1,0,H,15,2,2,2,10,2,0,1,0,1,1.36,5.0,8.0,1,0.6934812760055478,0.18862690707350901,0.11789181692094314
2023-05-23,2022-23,Celta,Girona,1,1,D,16,11,7,4,9,3,0,0,0,0,2.0,3.5,3.75,2,0.4751131221719457,0.27149321266968324,0.25339366515837103
2023-05-24,2022-23,Elche,Sevilla,1,1,D,20,9,7,3,9,5,1,4,0,1,4.0,3.75,1.91,2,0.24033218689707242,0.2563543326902106,0.5033134804127172
2023-05-24,2022-23,Real Madrid,Vallecano,2,1,H,12,15,3,6,5,2,1,3,0,0,1.62,4.0,5.25,3,0.5835764902042518,0.236348478532722,0.18007503126302626
2023-05-24,2022-23,Villarreal,Cadiz,2,0,H,13,16,7,8,7,6,1,2,0,0,1.44,4.5,7.0,2,0.6554307116104868,0.2097378277153558,0.1348314606741573
2023-05-24,2022-23,Betis,Getafe,0,1,A,11,9,4,2,2,5,2,5,1,0,2.0,3.2,4.2,1,0.4759206798866855,0.29745042492917845,0.22662889518413595
2023-05-24,2022-23,Espanol,Ath Madrid,3,3,D,26,16,13,7,16,1,2,3,0,0,2.88,3.5,2.38,6,0.32971295577967413,0.27130666075584614,0.39898038346447967
2023-05-25,2022-23,Mallorca,Valencia,1,0,H,4,15,3,5,2,4,4,2,0,0,3.3,3.0,2.4,1,0.2877697841726619,0.31654676258992803,0.3956834532374101
2023-05-25,2022-23,Osasuna,Ath Bilbao,2,0,H,9,10,3,5,3,6,3,3,0,0,3.0,3.25,2.45,2,0.31770573566084787,0.2932668329177058,0.38902743142144636
2023-05-27,2022-23,Sevilla,Real Madrid,1,2,A,11,6,1,3,1,1,2,4,1,0,2.88,3.5,2.4,3,0.33081285444234404,0.2722117202268431,0.39697542533081287
2023-05-28,2022-23,Vallecano,Villarreal,2,1,H,15,7,4,2,4,6,3,5,0,0,3.0,3.6,2.2,3,0.31279620853080564,0.2606635071090047,0.42654028436018954
2023-05-28,2022-23,Valencia,Espanol,2,2,D,19,9,4,5,10,3,0,4,0,0,2.0,3.75,3.4,4,0.47134935304990755,0.2513863216266174,0.27726432532347506
2023-05-28,2022-23,Girona,Betis,1,2,A,9,18,3,7,8,5,0,1,0,0,1.95,3.6,3.6,3,0.48,0.25999999999999995,0.25999999999999995
2023-05-28,2022-23,Getafe,Osasuna,2,1,H,16,10,6,2,1,1,3,1,0,0,2.2,3.1,3.5,3,0.4276704769412692,0.303508080409933,0.26882144264879776
2023-05-28,2022-23,Barcelona,Mallorca,3,0,H,28,3,9,1,14,3,0,0,0,1,1.33,5.0,9.5,3,0.7112375533428166,0.18918918918918923,0.09957325746799432
2023-05-28,2022-23,Cadiz,Celta,1,0,H,13,9,3,4,3,3,9,5,0,0,2.6,3.1,2.75,1,0.35917421529386984,0.3012428902464715,0.3395828944596588
2023-05-28,2022-23,Ath Madrid,Sociedad,2,1,H,11,10,5,5,6,4,2,2,0,0,2.0,3.5,3.6,3,0.4701492537313433,0.26865671641791045,0.2611940298507463
2023-05-28,2022-23,Ath Bilbao,Elche,0,1,A,27,6,8,2,19,3,1,1,0,0,1.3,5.0,11.0,1,0.7255936675461742,0.18865435356200533,0.0857519788918206
2023-05-28,2022-23,Almeria,Valladolid,0,0,D,23,8,7,2,2,4,0,4,0,0,2.25,3.4,3.1,0,0.41883568448241604,0.27717067355454006,0.3039936419630439
2023-06-04,2022-23,Espanol,Almeria,3,3,D,12,11,8,4,7,6,2,3,0,0,2.75,3.8,2.38,6,0.3473251660970083,0.25135373862283494,0.40132109528015664
2023-06-04,2022-23,Elche,Cadiz,1,1,D,12,14,5,3,7,4,4,3,0,0,2.63,3.4,2.63,2,0.3605514316012725,0.2788971367974549,0.3605514316012725
2023-06-04,2022-23,Celta,Barcelona,2,1,H,12,9,9,2,2,4,2,2,0,0,2.6,3.8,2.5,3,0.36707882534775893,0.25115919629057193,0.3817619783616693
2023-06-04,2022-23,Betis,Valencia,1,1,D,8,10,3,3,5,4,3,0,0,1,2.63,3.6,2.5,2,0.35938186319530413,0.26254841672323603,0.37806972008145995
2023-06-04,2022-23,Valladolid,Getafe,0,0,D,15,4,0,1,6,1,1,3,0,0,2.2,3.3,3.4,0,0.43220338983050843,0.288135593220339,0.2796610169491525
2023-06-04,2022-23,Sociedad,Sevilla,2,1,H,17,9,6,4,5,2,0,1,0,0,1.73,3.9,4.6,3,0.5495481697043957,0.2437739316893858,0.20667789860621838
2023-06-04,2022-23,Real Madrid,Ath Bilbao,1,1,D,9,15,2,9,5,6,2,2,0,0,1.91,3.75,3.75,2,0.4953764861294584,0.2523117569352708,0.2523117569352708
2023-06-04,2022-23,Osasuna,Girona,2,1,H,14,11,7,6,5,2,1,5,0,0,2.05,3.6,3.4,3,0.4603234298608499,0.26212861978187285,0.27754795035727714
2023-06-04,2022-23,Mallorca,Vallecano,3,0,H,8,20,4,4,2,6,0,0,0,0,3.0,3.3,2.38,3,0.31549771029163654,0.28681610026512416,0.39768618944323936
2023-06-04,2022-23,Villarreal,Ath Madrid,2,2,D,22,9,7,3,12,1,3,2,0,1,2.7,3.5,2.5,4,0.3507014028056112,0.2705410821643286,0.3787575150300601
2023-08-11,2023-24,Almeria,Vallecano,0,2,A,19,10,5,4,8,3,1,3,0,0,2.45,3.3,2.9,2,0.3865105008077544,0.28695476575121165,0.32653473344103395
2023-08-11,2023-24,Sevilla,Valencia,1,2,A,9,10,3,3,8,1,3,2,1,0,1.91,3.5,4.2,3,0.49988098071887643,0.2727921923351583,0.22732682694596523
2023-08-12,2023-24,Las Palmas,Mallorca,1,1,D,5,12,2,2,3,6,3,2,0,0,2.4,3.0,3.3,2,0.3956834532374101,0.31654676258992803,0.2877697841726619
2023-08-12,2023-24,Ath Bilbao,Real Madrid,0,2,A,7,14,1,8,7,5,3,1,0,0,3.3,3.5,2.15,2,0.28754298815437523,0.2711119602598395,0.44134505158578524
2023-08-12,2023-24,Sociedad,Girona,1,1,D,15,6,2,1,4,1,2,5,0,0,1.62,4.0,5.25,2,0.5835764902042518,0.236348478532722,0.18007503126302626
2023-08-13,2023-24,Celta,Osasuna,0,2,A,11,11,1,5,7,2,1,1,0,0,2.05,3.2,3.9,2,0.46162382097281307,0.29572776031070835,0.2426484187164787
2023-08-13,2023-24,Villarreal,Betis,1,2,A,18,12,5,5,9,4,1,3,0,0,1.75,4.0,4.2,3,0.5393258426966292,0.23595505617977527,0.2247191011235955
2023-08-13,2023-24,Getafe,Barcelona,0,0,D,5,14,2,4,3,4,8,2,1,1,6.5,3.8,1.57,0,0.14597147121430845,0.24968804286658022,0.6043404859191114
2023-08-14,2023-24,Cadiz,Alaves,1,0,H,12,10,3,2,2,4,3,2,1,0,2.2,3.0,3.75,1,0.4310344827586207,0.3160919540229885,0.25287356321839083
2023-08-14,2023-24,Ath Madrid,Granada,3,1,H,14,7,6,4,3,3,3,1,0,0,1.3,5.5,9.5,4,0.7282229965156793,0.17212543554006968,0.09965156794425085
2023-08-18,2023-24,Mallorca,Villarreal,0,1,A,8,15,1,3,6,5,2,4,0,0,2.8,3.2,2.6,1,0.33876221498371334,0.29641693811074915,0.3648208469055374
2023-08-18,2023-24,Valencia,Las Palmas,1,0,H,9,7,4,1,6,4,0,0,0,0,1.57,3.9,6.0,1,0.6008782066096602,0.2418919959941453,0.15722979739619442
2023-08-19,2023-24,Osasuna,Ath Bilbao,0,2,A,18,8,7,2,5,3,1,5,1,1,2.9,3.0,2.63,2,0.3258041871412644,0.31494404756988886,0.35925176528884667
2023-08-19,2023-24,Almeria,Real Madrid,1,3,A,20,24,8,9,4,5,1,0,0,0,8.0,4.75,1.4,4,0.11906893464637423,0.20053715308863027,0.6803939122649956
2023-08-19,2023-24,Sociedad,Celta,1,1,D,11,17,2,6,9,7,2,1,0,0,1.73,3.4,5.5,2,0.5484353462181424,0.2790568085168783,0.1725078452649793
2023-08-20,2023-24,Girona,Getafe,3,0,H,7,9,6,2,3,2,2,5,0,0,2.05,3.1,4.0,3,0.46002596920793914,0.30421072157299195,0.2357633092190688
2023-08-20,2023-24,Barcelona,Cadiz,2,0,H,23,10,10,1,10,2,4,3,0,0,1.2,7.0,13.0,2,0.7913043478260869,0.13565217391304346,0.07304347826086957
2023-08-20,2023-24,Betis,Ath Madrid,0,0,D,14,5,0,1,2,7,2,1,0,0,3.8,3.4,2.0,0,0.24890190336749632,0.2781844802342606,0.47291361639824303
2023-08-21,2023-24,Alaves,Sevilla,4,3,H,14,12,7,2,4,4,1,2,0,0,3.3,3.1,2.35,7,0.2882865057380293,0.3068856351404828,0.4048278591214879
2023-08-21,2023-24,Granada,Vallecano,0,2,A,14,17,7,9,5,6,2,1,1,0,2.75,3.0,2.8,2,0.3449691991786447,0.31622176591375767,0.3388090349075975
2023-08-25,2023-24,Las Palmas,Sociedad,0,0,D,11,8,5,1,5,7,1,4,0,0,4.33,3.1,2.0,0,0.21921295477848884,0.3061909981260828,0.47459604709542835
2023-08-25,2023-24,Celta,Real Madrid,0,1,A,13,10,4,3,3,5,2,3,0,0,4.75,3.9,1.7,1,0.1995185073728558,0.24300331026181163,0.5574781823653325
2023-08-26,2023-24,Cadiz,Almeria,1,1,D,11,5,3,2,7,3,0,5,1,1,2.25,3.2,3.3,2,0.41929720071471116,0.2948183442525313,0.2858844550327576
2023-08-26,2023-24,Granada,Mallorca,3,2,H,10,10,4,5,5,3,2,7,0,0,2.6,3.0,3.0,5,0.3658536585365854,0.3170731707317074,0.3170731707317074
2023-08-26,2023-24,Sevilla,Girona,1,2,A,21,8,4,3,6,6,2,1,0,0,2.05,3.4,3.6,3,0.4603234298608499,0.27754795035727714,0.26212861978187285
2023-08-27,2023-24,Ath Bilbao,Betis,4,2,H,14,7,6,3,5,3,4,2,0,0,1.85,3.5,4.2,6,0.5078597339782346,0.26844014510278114,0.22370012091898428
2023-08-27,2023-24,Valencia,Osasuna,1,2,A,16,7,4,2,6,3,3,4,0,0,1.91,3.4,4.0,3,0.4903728275762602,0.2754741472560756,0.23415302516766426
2023-08-27,2023-24,Villarreal,Barcelona,3,4,A,13,21,6,11,2,6,3,3,0,0,3.6,3.5,2.0,7,0.2611940298507463,0.26865671641791045,0.4701492537313433
2023-08-28,2023-24,Getafe,Alaves,1,0,H,15,16,4,2,4,5,1,2,0,0,2.2,2.88,3.8,1,0.42683307332293297,0.3260530421216849,0.24711388455538225
2023-08-28,2023-24,Vallecano,Ath Madrid,0,7,A,12,17,3,10,8,3,4,3,0,0,4.2,3.3,1.95,7,0.22590837282780407,0.287519747235387,0.48657187993680884
2023-09-01,2023-24,Cadiz,Villarreal,3,1,H,18,7,4,3,7,3,5,4,0,1,3.4,3.4,2.15,4,0.2792207792207792,0.2792207792207792,0.44155844155844154
2023-09-01,2023-24,Almeria,Celta,2,3,A,16,14,5,8,6,5,1,1,0,0,2.8,3.4,2.5,5,0.33972821742605913,0.2797761790567546,0.38049560351718625
2023-09-02,2023-24,Sociedad,Granada,5,3,H,15,8,6,5,2,5,1,5,0,0,1.44,4.5,7.0,8,0.6554307116104868,0.2097378277153558,0.1348314606741573
2023-09-02,2023-24,Real Madrid,Getafe,2,1,H,26,6,12,2,11,1,2,6,0,0,1.33,5.25,9.5,3,0.7177033492822967,0.18181818181818185,0.10047846889952154
2023-09-02,2023-24,Alaves,Valencia,1,0,H,7,9,1,4,1,2,4,2,0,0,2.9,2.88,2.75,1,0.3266383470120015,0.3289066688662515,0.344454984121747
2023-09-02,2023-24,Betis,Vallecano,1,0,H,14,15,5,6,2,3,3,5,0,0,1.95,3.4,4.0,1,0.48519443453442745,0.27827327863003926,0.23653228683553335
2023-09-03,2023-24,Girona,Las Palmas,1,0,H,11,10,6,5,3,5,3,3,0,0,1.67,3.8,5.25,1,0.5689677299756157,0.2500463444892837,0.1809859255351006
2023-09-03,2023-24,Mallorca,Ath Bilbao,0,0,D,8,11,2,3,3,5,0,1,0,0,3.3,3.0,2.38,0,0.28681610026512416,0.31549771029163654,0.39768618944323936
2023-09-03,2023-24,Osasuna,Barcelona,1,2,A,11,9,3,4,8,5,1,3,1,0,5.25,4.0,1.65,3,0.18200620475698032,0.2388831437435367,0.5791106514994829
2023-09-15,2023-24,Vallecano,Alaves,2,0,H,20,9,11,1,5,3,2,3,0,0,2.0,3.25,4.0,2,0.4727272727272727,0.2909090909090909,0.23636363636363636
2023-09-16,2023-24,Celta,Mallorca,0,1,A,16,7,4,4,10,1,1,3,0,0,2.0,3.1,4.33,1,0.47459604709542835,0.3061909981260828,0.21921295477848884
2023-09-16,2023-24,Barcelona,Betis,5,0,H,17,11,9,2,9,5,1,2,0,0,1.36,5.25,7.5,5,0.6942607775720708,0.1798466014281936,0.12589262099973553
2023-09-16,2023-24,Ath Bilbao,Cadiz,3,0,H,20,5,9,4,5,4,1,4,0,0,1.53,4.0,7.0,3,0.6245817532902074,0.23890252063350434,0.13651572607628817
2023-09-16,2023-24,Valencia,Ath Madrid,3,0,H,12,11,8,3,5,8,1,5,0,0,3.8,3.3,2.05,3,0.24967706218859564,0.28750692009595863,0.46281601771544567
2023-09-17,2023-24,Sevilla,Las Palmas,1,0,H,26,12,9,2,7,3,3,5,0,0,1.62,4.0,5.5,1,0.5883926183471516,0.23829901043059643,0.17330837122225196
2023-09-17,2023-24,Real Madrid,Sociedad,2,1,H,17,15,8,5,4,3,3,2,0,0,1.65,4.0,5.0,3,0.5738880918220947,0.23672883787661403,0.18938307030129126
2023-09-17,2023-24,Getafe,Osasuna,3,2,H,11,8,6,3,6,3,6,2,0,0,2.63,3.0,3.0,5,0.36319612590799033,0.31840193704600483,0.31840193704600483
2023-09-17,2023-24,Villarreal,Almeria,2,1,H,10,17,4,7,7,6,2,3,0,0,1.44,4.5,7.0,3,0.6554307116104868,0.2097378277153558,0.1348314606741573
2023-09-18,2023-24,Granada,Girona,2,4,A,12,13,5,7,4,5,3,3,0,0,2.63,3.5,2.6,6,0.3619297617627173,0.2719643638388418,0.3661058743984409
2023-09-22,2023-24,Alaves,Ath Bilbao,0,2,A,15,11,5,3,3,4,2,2,0,0,4.2,3.0,2.05,2,0.22478070175438597,0.31469298245614036,0.46052631578947373
2023-09-23,2023-24,Girona,Mallorca,5,3,H,23,15,10,5,6,5,1,5,0,0,1.85,3.5,4.2,8,0.5078597339782346,0.26844014510278114,0.22370012091898428
2023-09-23,2023-24,Osasuna,Sevilla,0,0,D,16,15,2,3,7,4,2,3,0,0,2.6,3.1,2.88,0,0.3647654845563001,0.3059323418859291,0.3293021735577709
