Date,Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,TotalGoals,prob_H_norm,prob_D_norm,prob_A_norm
2021-05-16,2020-21,Barcelona,Celta,1,2,A,20,4,4,4,7,1,3,2,1,0,1.2,7.5,11.0,3,0.7879656160458453,0.12607449856733524,0.08595988538681948
2021-05-16,2020-21,Ath Madrid,Osasuna,2,1,H,26,5,9,2,8,0,1,2,0,0,1.22,5.75,15.0,3,0.7730919195088065,0.16402993770447719,0.06287814278671626
2021-05-16,2020-21,Ath Bilbao,Real Madrid,0,1,A,8,11,1,2,4,11,3,2,1,0,5.0,4.2,1.6,1,0.18812989921612544,0.22396416573348263,0.5879059350503919
2021-05-16,2020-21,Alaves,Granada,4,2,H,14,5,9,2,6,1,2,4,0,0,1.83,3.75,4.0,6,0.5140066820868672,0.2508352608583912,0.23515805705474174
2021-05-16,2020-21,Betis,Huesca,1,0,H,10,7,2,0,2,5,1,5,0,1,1.75,3.8,4.33,1,0.5362840799830516,0.24697293157114222,0.2167429884458061
2021-05-21,2020-21,Levante,Cadiz,2,2,D,17,6,4,2,7,0,0,2,0,0,1.75,4.1,4.1,4,0.5394736842105263,0.23026315789473686,0.23026315789473686
2021-05-22,2020-21,Celta,Betis,2,3,A,11,11,4,5,8,4,6,7,0,1,3.2,3.8,2.1,5,0.29709605361131797,0.2501861504095309,0.4527177959791511
2021-05-22,2020-21,Eibar,Barcelona,0,1,A,17,7,3,3,6,3,0,3,0,0,4.33,4.75,1.65,1,0.22046723582610164,0.20097329076358317,0.5785594734103152
2021-05-22,2020-21,Elche,Ath Bilbao,2,0,H,8,8,3,2,3,1,3,0,0,0,1.95,3.6,3.8,2,0.4866595517609392,0.26360725720384204,0.24973319103521877
2021-05-22,2020-21,Huesca,Valencia,0,0,D,23,11,8,4,9,3,2,1,0,0,1.65,4.2,5.0,0,0.5804311774461028,0.22802653399668327,0.19154228855721395
2021-05-22,2020-21,Osasuna,Sociedad,0,1,A,7,11,1,1,3,3,1,0,0,0,5.0,4.33,1.61,1,0.1901023416131962,0.21951771548867918,0.5903799428981247
2021-05-22,2020-21,Real Madrid,Villarreal,2,1,H,14,6,4,2,6,1,0,0,0,0,1.4,5.0,6.5,3,0.6687242798353908,0.18724279835390945,0.14403292181069957
2021-05-22,2020-21,Valladolid,Ath Madrid,1,2,A,10,14,4,3,4,6,4,6,0,0,9.0,5.25,1.33,3,0.10547184773988898,0.18080888183980967,0.7137192704203014
2021-05-23,2020-21,Granada,Getafe,0,0,D,9,11,3,2,6,3,4,2,0,0,2.62,3.4,2.6,0,0.35993485342019543,0.2773615635179153,0.3627035830618892
2021-05-23,2020-21,Sevilla,Alaves,1,0,H,11,11,2,2,6,4,1,0,0,0,1.5,4.33,6.5,1,0.6340391980175715,0.2196440639783735,0.14631673800405498
2021-08-13,2021-22,Valencia,Getafe,1,0,H,4,22,2,4,1,9,6,3,1,1,2.55,3.0,3.1,1,0.3741701870850936,0.3180446590223295,0.30778515389257693
2021-08-14,2021-22,Cadiz,Levante,1,1,D,7,12,2,3,2,4,1,5,0,0,2.8,3.25,2.6,2,0.3403141361256544,0.2931937172774869,0.3664921465968586
2021-08-14,2021-22,Mallorca,Betis,1,1,D,6,10,2,1,4,3,1,3,0,0,3.3,3.4,2.2,2,0.288135593220339,0.2796610169491525,0.43220338983050843
2021-08-14,2021-22,Alaves,Real Madrid,1,4,A,11,19,4,7,0,4,1,2,0,0,7.0,4.75,1.44,5,0.13633645604943193,0.20091688259916285,0.6627466613514053
2021-08-14,2021-22,Osasuna,Espanol,0,0,D,14,10,1,3,4,6,3,3,0,0,2.25,3.2,3.4,0,0.42285270112708895,0.29731830547998445,0.27982899339292655
2021-08-15,2021-22,Celta,Ath Madrid,1,2,A,10,13,2,4,2,5,4,5,1,1,4.2,3.4,1.9,3,0.22493036211699163,0.27785515320334264,0.4972144846796657
2021-08-15,2021-22,Barcelona,Sociedad,4,2,H,13,11,8,3,5,3,2,4,0,0,1.72,4.0,4.5,6,0.5518087063151441,0.23727774371551194,0.21091354996934394
2021-08-15,2021-22,Sevilla,Vallecano,3,0,H,21,4,8,3,4,0,1,0,0,1,1.44,4.2,8.0,3,0.6566604127579737,0.225140712945591,0.11819887429643527
2021-08-16,2021-22,Villarreal,Granada,0,0,D,14,6,4,1,6,2,5,1,1,0,1.53,4.2,6.5,0,0.6251288040118157,0.22772549289001856,0.14714570309816585
2021-08-16,2021-22,Elche,Ath Bilbao,0,0,D,8,9,2,3,6,8,2,2,0,0,3.8,3.3,2.05,0,0.24967706218859564,0.28750692009595863,0.46281601771544567
2021-08-20,2021-22,Betis,Cadiz,1,1,D,16,8,7,3,4,5,4,0,0,0,1.5,4.2,7.0,2,0.6363636363636365,0.2272727272727273,0.13636363636363638
2021-08-21,2021-22,Alaves,Mallorca,0,1,A,9,12,4,2,1,8,3,3,1,0,2.25,3.2,3.4,1,0.42285270112708895,0.29731830547998445,0.27982899339292655
2021-08-21,2021-22,Espanol,Villarreal,0,0,D,14,12,3,2,9,7,3,4,0,0,3.1,3.4,2.3,0,0.3067869752844252,0.27971753628874063,0.41349548842683403
2021-08-21,2021-22,Granada,Valencia,1,1,D,9,18,2,7,2,6,4,2,0,0,2.45,3.4,2.87,2,0.38846314616134875,0.27992197296920723,0.3316148808694441
2021-08-21,2021-22,Ath Bilbao,Barcelona,1,1,D,16,9,7,3,13,2,1,2,0,1,4.0,3.75,1.85,2,0.23647209203238181,0.2522368981678739,0.5112910097997444
2021-08-22,2021-22,Levante,Real Madrid,3,3,D,8,19,4,5,4,6,3,2,1,0,5.0,4.33,1.6,6,0.1894034665646017,0.2187107004210181,0.5918858330143802
2021-08-22,2021-22,Sociedad,Vallecano,1,0,H,13,9,8,1,5,4,3,4,0,0,1.44,4.33,7.5,1,0.6559254456657416,0.21813686876643598,0.1259376855678224
2021-08-22,2021-22,Ath Madrid,Elche,1,0,H,8,4,4,2,2,1,2,2,0,0,1.22,5.75,17.0,1,0.778853432134178,0.16525238038325168,0.05589418748257042
2021-08-23,2021-22,Getafe,Sevilla,0,1,A,12,9,0,3,5,4,2,2,0,0,3.5,3.2,2.2,1,0.27139552814186585,0.2968388589051658,0.4317656129529684
2021-08-23,2021-22,Osasuna,Celta,0,0,D,15,4,7,0,1,2,4,3,0,0,2.62,3.25,2.75,0,0.3624657812024739,0.2922031836155328,0.3453310351819934
2021-08-27,2021-22,Mallorca,Espanol,1,0,H,12,8,6,3,3,2,4,3,0,1,2.6,2.9,3.1,1,0.36559577063847093,0.3277755185034567,0.3066287108580724
2021-08-27,2021-22,Valencia,Alaves,3,0,H,9,10,4,3,4,4,1,4,0,0,1.75,3.6,4.75,3,0.5392195506503745,0.2621206148994876,0.19865983445013796
2021-08-28,2021-22,Celta,Ath Bilbao,0,1,A,13,6,0,2,5,4,2,1,0,0,2.4,3.2,3.1,1,0.39616613418530355,0.2971246006389776,0.30670926517571884
2021-08-28,2021-22,Elche,Sevilla,1,1,D,7,18,4,5,5,3,2,0,0,0,5.0,3.6,1.72,2,0.18882654305928276,0.2622590875823372,0.5489143693583801
2021-08-28,2021-22,Sociedad,Levante,1,0,H,7,6,2,0,2,2,1,1,0,0,1.53,4.2,6.0,1,0.6175562417291575,0.22496691662990734,0.15747684164093514
2021-08-28,2021-22,Betis,Real Madrid,0,1,A,11,13,6,3,3,7,5,3,0,0,4.2,3.8,1.8,1,0.225296442687747,0.24901185770750986,0.5256916996047432
2021-08-29,2021-22,Vallecano,Granada,4,0,H,19,9,6,3,5,6,1,4,0,0,2.55,3.2,2.87,4,0.3723872275722251,0.29674607197161684,0.3308667004561581
2021-08-29,2021-22,Barcelona,Getafe,2,1,H,7,8,3,3,3,2,3,1,0,0,1.4,4.75,7.5,3,0.6750355281856939,0.19895783988630977,0.1260066319279962
2021-08-29,2021-22,Cadiz,Osasuna,2,3,A,7,14,3,4,4,11,4,0,0,0,3.2,3.0,2.45,5,0.2964905203711174,0.3162565550625252,0.3872529245663574
2021-08-29,2021-22,Ath Madrid,Villarreal,2,2,D,24,2,5,2,16,0,4,2,0,0,1.75,3.4,5.25,4,0.5411140583554376,0.27851458885941643,0.18037135278514588
2021-09-11,2021-22,Ath Bilbao,Mallorca,2,0,H,19,7,5,1,7,2,1,2,0,0,1.72,3.6,5.25,2,0.5538948478987163,0.26463864955160893,0.18146650254967467
2021-09-11,2021-22,Levante,Vallecano,1,1,D,7,22,2,6,2,5,3,4,0,0,2.1,3.4,3.5,2,0.4509283819628648,0.2785145888594165,0.27055702917771884
2021-09-12,2021-22,Espanol,Ath Madrid,1,2,A,9,13,3,3,6,3,1,4,0,0,4.33,3.3,1.9,3,0.21781421524352118,0.2857986521225596,0.4963871326339193
2021-09-12,2021-22,Osasuna,Valencia,1,4,A,11,10,2,4,4,4,4,2,0,0,2.4,3.2,3.1,5,0.39616613418530355,0.2971246006389776,0.30670926517571884
2021-09-12,2021-22,Cadiz,Sociedad,0,2,A,6,16,1,4,2,8,4,0,1,0,5.0,3.6,1.75,2,0.19062027231467474,0.264750378214826,0.5446293494704992
2021-09-12,2021-22,Real Madrid,Celta,5,2,H,15,11,11,4,7,3,2,3,0,0,1.36,5.25,8.0,7,0.6997667444185273,0.18127290903032325,0.11896034655114963
2021-09-13,2021-22,Getafe,Elche,0,1,A,10,8,1,3,8,2,2,3,0,0,1.8,3.4,4.75,1,0.5240103828682673,0.2774172615184945,0.19857235561323813
2021-09-13,2021-22,Granada,Betis,1,2,A,11,19,2,9,6,8,1,2,0,0,3.1,3.25,2.37,3,0.3065732651396048,0.2924237298254692,0.4010030050349261
2021-09-17,2021-22,Celta,Cadiz,1,2,A,14,7,4,3,7,1,3,3,0,0,1.45,4.33,7.0,3,0.6485017704889973,0.2171657199097104,0.13433250960129228
2021-09-18,2021-22,Vallecano,Getafe,3,0,H,11,13,5,3,5,3,6,7,0,0,2.37,2.9,3.4,3,0.39772498083982083,0.32503731192771573,0.2772377072324634
2021-09-18,2021-22,Ath Madrid,Ath Bilbao,0,0,D,14,6,2,0,5,5,6,2,1,0,1.65,3.6,6.0,0,0.5769230769230769,0.2644230769230769,0.15865384615384612
2021-09-18,2021-22,Elche,Levante,1,1,D,9,11,2,6,4,7,2,2,0,0,2.4,3.1,3.2,2,0.39616613418530355,0.30670926517571884,0.2971246006389776
2021-09-18,2021-22,Alaves,Osasuna,0,2,A,8,13,3,5,2,8,4,3,0,0,3.1,3.0,2.55,2,0.30778515389257693,0.3180446590223295,0.3741701870850936
2021-09-19,2021-22,Valencia,Real Madrid,1,2,A,12,18,4,10,2,5,1,5,0,0,3.8,3.8,1.9,3,0.25,0.25,0.5
2021-09-19,2021-22,Betis,Espanol,2,2,D,23,11,9,4,10,4,4,4,1,0,2.0,3.2,4.2,4,0.4759206798866855,0.29745042492917845,0.22662889518413595
2021-09-19,2021-22,Mallorca,Villarreal,0,0,D,10,11,1,3,3,1,2,3,0,0,3.5,3.0,2.3,0,0.2711198428290766,0.3163064833005893,0.41257367387033395
2021-09-19,2021-22,Sociedad,Sevilla,0,0,D,11,11,4,4,5,6,2,3,0,0,2.55,3.2,2.87,0,0.3723872275722251,0.29674607197161684,0.3308667004561581
2021-09-20,2021-22,Barcelona,Granada,1,1,D,17,5,6,2,12,4,3,6,0,0,1.28,5.75,10.0,2,0.7404069018799897,0.16482101467937163,0.09477208344063869
2021-09-21,2021-22,Getafe,Ath Madrid,1,2,A,7,12,2,4,2,5,4,5,1,0,6.0,3.5,1.66,3,0.1580092466684797,0.2708729942888224,0.5711177590426978
2021-09-21,2021-22,Ath Bilbao,Vallecano,1,2,A,8,8,1,3,2,1,3,3,0,0,1.85,3.5,4.33,3,0.511293669135136,0.2702552251142862,0.21845110575057775
2021-09-21,2021-22,Levante,Celta,0,2,A,6,4,2,2,2,4,3,2,0,0,2.6,3.4,2.7,2,0.36661341853035134,0.28035143769968046,0.353035143769968
2021-09-22,2021-22,Espanol,Alaves,1,0,H,10,8,2,2,4,8,2,1,0,0,1.8,3.5,4.75,1,0.5281969817315331,0.27164416203335984,0.20015885623510724
2021-09-22,2021-22,Sevilla,Valencia,3,1,H,11,8,5,3,1,4,5,3,0,0,1.61,3.8,6.0,4,0.5910104204468868,0.2504017833998652,0.15858779615324795
2021-09-22,2021-22,Real Madrid,Mallorca,6,1,H,18,17,12,5,3,2,2,1,0,0,1.22,6.5,12.0,7,0.7755791985681615,0.14557024957740877,0.07885055185442974
2021-09-22,2021-22,Villarreal,Elche,4,1,H,14,9,9,3,8,7,1,2,0,0,1.5,4.2,6.5,5,0.6297577854671281,0.2249134948096886,0.14532871972318342
2021-09-23,2021-22,Granada,Sociedad,2,3,A,10,20,2,11,4,7,5,1,0,0,4.2,3.4,1.9,5,0.22493036211699163,0.27785515320334264,0.4972144846796657
2021-09-23,2021-22,Osasuna,Betis,1,3,A,11,16,3,9,4,7,2,0,0,0,2.37,3.25,3.0,4,0.3969465648854962,0.2894656488549619,0.313587786259542
2021-09-23,2021-22,Cadiz,Barcelona,0,0,D,13,6,3,2,4,5,3,4,0,1,6.0,4.33,1.5,0,0.1566003616636528,0.21699819168173598,0.6264014466546112
2021-09-25,2021-22,Real Madrid,Villarreal,0,0,D,15,6,2,2,6,3,1,2,0,0,1.5,4.75,5.75,0,0.6342525399129173,0.20029027576197386,0.16545718432510886
2021-09-25,2021-22,Valencia,Ath Bilbao,1,1,D,13,12,6,4,4,5,5,2,1,0,2.6,3.2,2.8,2,0.3648208469055374,0.29641693811074915,0.33876221498371334
2021-09-25,2021-22,Alaves,Ath Madrid,1,0,H,7,13,1,1,3,8,2,3,0,0,7.5,4.0,1.5,1,0.126984126984127,0.23809523809523814,0.634920634920635
2021-09-25,2021-22,Sevilla,Espanol,2,0,H,12,13,5,2,4,8,4,0,1,0,1.57,3.8,6.5,2,0.6043404859191113,0.24968804286658017,0.14597147121430842
2021-09-26,2021-22,Mallorca,Osasuna,2,3,A,17,12,8,6,5,5,2,3,0,0,2.7,3.2,2.75,5,0.3539111200482606,0.2986125075407199,0.34747637241101953
2021-09-26,2021-22,Barcelona,Levante,3,0,H,20,6,12,2,11,1,1,3,0,0,1.4,5.5,6.5,3,0.6803044719314939,0.17316841103710753,0.1465271170313987
2021-09-26,2021-22,Sociedad,Elche,1,0,H,17,5,5,2,6,1,1,3,0,0,1.4,4.5,9.0,1,0.6818181818181818,0.2121212121212121,0.10606060606060605
2021-09-26,2021-22,Vallecano,Cadiz,3,1,H,13,6,6,1,4,3,2,4,0,0,1.6,3.8,6.0,4,0.5925155925155925,0.24948024948024947,0.15800415800415799
2021-09-26,2021-22,Betis,Getafe,2,0,H,20,8,5,3,3,3,1,3,0,0,1.75,3.6,4.75,2,0.5392195506503745,0.2621206148994876,0.19865983445013796
2021-09-27,2021-22,Celta,Granada,1,0,H,14,7,5,4,5,3,2,7,0,0,1.61,4.0,5.5,1,0.5898914063547392,0.23743129105778257,0.17267730258747824
2021-10-01,2021-22,Ath Bilbao,Alaves,1,0,H,16,17,5,5,13,9,3,2,0,0,1.53,3.75,7.5,1,0.6203473945409429,0.2531017369727047,0.12655086848635236
2021-10-02,2021-22,Ath Madrid,Barcelona,2,0,H,6,9,3,2,2,6,2,1,0,0,1.9,3.5,4.0,2,0.49557522123893805,0.26902654867256637,0.23539823008849559
2021-10-02,2021-22,Osasuna,Vallecano,1,0,H,7,7,3,0,6,3,3,3,0,0,2.15,3.4,3.4,1,0.44155844155844154,0.2792207792207792,0.2792207792207792
2021-10-02,2021-22,Mallorca,Levante,1,0,H,9,6,7,2,8,3,4,4,0,0,2.1,3.2,3.4,1,0.4397736459175424,0.28860145513338725,0.2716248989490704
2021-10-02,2021-22,Cadiz,Valencia,0,0,D,2,16,1,4,1,3,3,4,0,0,3.4,3.0,2.3,0,0.2768860353130016,0.3138041733547351,0.40930979133226325
2021-10-03,2021-22,Granada,Sevilla,1,0,H,3,14,1,3,2,6,3,4,0,1,4.8,3.4,1.72,1,0.1922166710491717,0.27136471206941887,0.5364186168814093
2021-10-03,2021-22,Villarreal,Betis,2,0,H,11,10,5,3,4,6,2,4,0,0,2.0,3.6,3.6,2,0.47368421052631576,0.2631578947368421,0.2631578947368421
2021-10-03,2021-22,Elche,Celta,1,0,H,12,10,5,1,7,4,4,3,0,0,3.3,3.2,2.3,1,0.28851430811446493,0.29753038024304196,0.4139553116424932
2021-10-03,2021-22,Espanol,Real Madrid,2,1,H,8,18,4,4,2,8,2,1,0,0,5.0,4.0,1.66,3,0.19004006868918144,0.2375500858614768,0.5724098454493417
2021-10-03,2021-22,Getafe,Sociedad,1,1,D,9,10,2,5,2,5,4,2,0,0,3.6,3.1,2.2,2,0.2633204633204633,0.30579150579150577,0.43088803088803085
2021-10-16,2021-22,Levante,Getafe,0,0,D,6,14,2,4,3,11,3,3,0,0,2.5,2.9,3.25,0,0.3800403225806452,0.3276209677419355,0.2923387096774194
2021-10-16,2021-22,Sociedad,Mallorca,1,0,H,10,7,2,1,2,6,3,3,1,0,1.4,4.5,8.5,1,0.6775907883082374,0.21080602302922938,0.11160318866253321
2021-10-17,2021-22,Villarreal,Osasuna,1,2,A,11,6,6,2,4,4,1,5,0,0,1.66,3.75,5.25,3,0.5685510071474984,0.25167857916395925,0.17977041368854232
2021-10-17,2021-22,Vallecano,Elche,2,1,H,10,7,4,3,6,2,2,2,0,0,1.8,3.5,4.75,3,0.5281969817315331,0.27164416203335984,0.20015885623510724
2021-10-17,2021-22,Celta,Sevilla,0,1,A,14,8,3,2,5,4,2,3,0,0,3.4,3.25,2.2,1,0.27842679127725856,0.29127725856697817,0.43029595015576316
2021-10-17,2021-22,Barcelona,Valencia,3,1,H,12,9,5,3,9,3,2,3,0,0,1.5,4.33,6.5,4,0.6340391980175715,0.2196440639783735,0.14631673800405498
2021-10-18,2021-22,Alaves,Betis,0,1,A,14,19,2,4,7,7,1,1,0,0,3.5,3.3,2.15,1,0.2711119602598395,0.28754298815437523,0.44134505158578524
2021-10-18,2021-22,Espanol,Cadiz,2,0,H,14,13,6,2,7,9,1,0,0,0,1.66,3.6,5.75,2,0.5714916760995002,0.26352116175699175,0.16498716214350787
2021-10-22,2021-22,Osasuna,Granada,1,1,D,17,9,6,4,4,1,1,3,1,0,1.72,3.5,5.25,2,0.549738219895288,0.2701570680628272,0.1801047120418848
2021-10-23,2021-22,Elche,Espanol,2,2,D,12,20,7,7,3,7,3,1,0,0,2.7,3.0,2.87,4,0.35201766221022934,0.3168158959892064,0.33116644180056415
2021-10-23,2021-22,Ath Bilbao,Villarreal,2,1,H,14,11,7,3,9,2,0,3,0,0,2.45,3.0,3.2,3,0.3872529245663574,0.3162565550625252,0.2964905203711174
2021-10-23,2021-22,Valencia,Mallorca,2,2,D,20,9,6,4,5,0,4,5,0,2,1.66,3.8,5.25,4,0.5704400537557545,0.24919223400909268,0.1803677122351528
2021-10-23,2021-22,Cadiz,Alaves,0,2,A,23,8,4,4,14,3,0,2,0,0,2.5,2.9,3.2,2,0.3783122706889523,0.32613126783530366,0.29555646147574394
2021-10-24,2021-22,Betis,Vallecano,3,2,H,11,14,5,3,4,4,1,2,0,0,1.83,3.75,4.2,5,0.5198277142432793,0.25367592455072036,0.2264963612060003
2021-10-24,2021-22,Ath Madrid,Sociedad,2,2,D,17,8,4,4,4,3,1,3,0,0,1.61,3.7,6.0,4,0.5870375756934711,0.25544067482878063,0.15752174947774808
2021-10-24,2021-22,Sevilla,Levante,5,3,H,18,12,11,7,10,3,1,2,0,0,1.44,4.2,8.0,8,0.6566604127579737,0.225140712945591,0.11819887429643527
2021-10-24,2021-22,Barcelona,Real Madrid,1,2,A,12,10,2,5,7,4,1,1,0,0,2.75,3.6,2.45,3,0.346459785917706,0.26465678090935874,0.3888834331729352
2021-10-25,2021-22,Getafe,Celta,0,3,A,11,16,2,8,2,7,2,2,2,0,2.5,3.0,3.1,3,0.3788187372708758,0.3156822810590631,0.3054989816700611
2021-10-26,2021-22,Alaves,Elche,1,0,H,16,4,5,1,4,7,1,1,0,0,2.3,3.0,3.5,1,0.41257367387033395,0.3163064833005893,0.2711198428290766
2021-10-26,2021-22,Espanol,Ath Bilbao,1,1,D,14,23,3,7,8,12,1,2,1,0,2.9,3.0,2.62,2,0.32535805944200685,0.3145127907939399,0.3601291497640533
2021-10-26,2021-22,Villarreal,Cadiz,3,3,D,14,9,5,4,8,2,3,6,0,0,1.3,5.5,9.5,6,0.7282229965156793,0.17212543554006968,0.09965156794425085
2021-10-27,2021-22,Mallorca,Sevilla,1,1,D,11,10,4,3,4,2,3,6,1,0,5.5,3.3,1.75,2,0.1721311475409836,0.28688524590163933,0.540983606557377
2021-10-27,2021-22,Vallecano,Barcelona,1,0,H,13,16,3,1,3,7,2,2,0,0,4.33,3.75,1.8,1,0.21928755908581452,0.25320403489108717,0.5275084060230983
2021-10-27,2021-22,Betis,Valencia,4,1,H,14,10,9,4,4,7,2,5,0,0,1.85,3.5,4.5,5,0.5155482815057284,0.27250409165302786,0.2119476268412439
2021-10-27,2021-22,Real Madrid,Osasuna,0,0,D,17,7,3,0,11,3,1,1,0,0,1.3,5.5,9.0,0,0.7242136064374541,0.1711777615215801,0.10460863204096561
2021-10-28,2021-22,Granada,Getafe,1,1,D,18,6,3,4,5,0,1,4,0,0,2.6,2.8,3.25,2,0.3664921465968586,0.3403141361256544,0.2931937172774869
2021-10-28,2021-22,Levante,Ath Madrid,2,2,D,10,7,3,3,5,2,3,5,1,0,5.5,3.8,1.65,4,0.17298937784522,0.25037936267071315,0.5766312594840667
2021-10-28,2021-22,Celta,Sociedad,0,2,A,14,11,6,4,7,6,1,0,0,0,2.87,3.4,2.45,2,0.3316148808694441,0.27992197296920723,0.38846314616134875
2021-10-30,2021-22,Elche,Real Madrid,1,2,A,13,17,4,5,5,4,2,0,1,0,7.5,4.5,1.44,3,0.126984126984127,0.21164021164021166,0.6613756613756615
2021-10-30,2021-22,Sevilla,Osasuna,2,0,H,16,10,4,3,4,5,2,2,0,0,1.53,4.0,7.0,2,0.6245817532902074,0.23890252063350434,0.13651572607628817
2021-10-30,2021-22,Valencia,Villarreal,2,0,H,9,11,3,1,7,6,2,4,0,0,2.9,3.4,2.45,2,0.329314093694406,0.2808855505040522,0.3898003558015417
2021-10-30,2021-22,Barcelona,Alaves,1,1,D,16,3,5,2,9,0,0,2,0,0,1.28,5.5,11.0,2,0.7412398921832885,0.1725067385444744,0.0862533692722372
2021-10-31,2021-22,Cadiz,Mallorca,1,1,D,13,11,2,5,6,5,3,7,0,2,2.5,3.0,3.2,2,0.38247011952191234,0.31872509960159356,0.298804780876494
2021-10-31,2021-22,Ath Madrid,Betis,3,0,H,18,8,9,1,13,0,0,0,0,0,1.6,3.8,6.0,3,0.5925155925155925,0.24948024948024947,0.15800415800415799
2021-10-31,2021-22,Getafe,Espanol,2,1,H,12,10,7,3,6,11,7,4,0,0,2.45,3.0,3.2,3,0.3872529245663574,0.3162565550625252,0.2964905203711174
2021-10-31,2021-22,Sociedad,Ath Bilbao,1,1,D,8,11,3,5,2,7,4,3,0,1,2.1,3.2,3.8,2,0.4527177959791511,0.29709605361131797,0.2501861504095309
2021-11-01,2021-22,Vallecano,Celta,0,0,D,11,10,5,4,4,7,2,5,0,0,2.37,3.25,3.1,0,0.4010030050349261,0.2924237298254692,0.3065732651396048
2021-11-01,2021-22,Levante,Granada,0,3,A,12,12,3,6,3,5,4,2,0,0,1.95,3.4,4.0,3,0.48519443453442745,0.27827327863003926,0.23653228683553335
2021-11-05,2021-22,Ath Bilbao,Cadiz,0,1,A,15,8,5,4,5,1,2,1,0,0,1.36,4.75,9.0,1,0.6956875508543532,0.19918633034987795,0.10512611879576893
2021-11-06,2021-22,Alaves,Levante,2,1,H,10,12,3,7,1,3,3,3,0,0,2.5,3.0,3.2,3,0.38247011952191234,0.31872509960159356,0.298804780876494
2021-11-06,2021-22,Real Madrid,Vallecano,2,1,H,15,19,7,7,4,5,1,2,0,0,1.33,5.5,8.0,3,0.7101928819304333,0.17173755144863206,0.11806956662093454
2021-11-06,2021-22,Espanol,Granada,2,0,H,17,18,6,5,5,3,1,1,0,0,1.85,3.4,4.5,2,0.5114491057997661,0.2782884840381081,0.21026241016212607
2021-11-06,2021-22,Celta,Barcelona,3,3,D,18,10,4,6,3,1,3,6,0,0,3.3,3.6,2.1,6,0.28668941979522183,0.26279863481228666,0.4505119453924914
2021-11-07,2021-22,Villarreal,Getafe,1,0,H,10,5,4,2,6,4,1,1,0,0,1.5,4.0,7.0,1,0.6292134831460674,0.23595505617977527,0.1348314606741573
2021-11-07,2021-22,Valencia,Ath Madrid,3,3,D,11,13,5,7,9,0,2,2,0,0,4.5,3.2,1.95,6,0.21213666496685363,0.29831718510963795,0.4895461499235085
2021-11-07,2021-22,Mallorca,Elche,2,2,D,18,7,6,2,3,3,2,3,0,0,2.05,3.0,4.33,4,0.46365534595684693,0.316831153070512,0.2195135009726411
2021-11-07,2021-22,Osasuna,Sociedad,0,2,A,6,9,2,4,5,2,0,2,0,0,3.1,3.3,2.35,2,0.3068856351404828,0.2882865057380293,0.4048278591214879
2021-11-07,2021-22,Betis,Sevilla,0,2,A,8,11,1,2,2,1,3,1,1,0,3.0,3.3,2.45,2,0.31912374185908826,0.29011249259917116,0.3907637655417407
2021-11-19,2021-22,Levante,Ath Bilbao,0,0,D,15,7,2,2,6,3,2,1,0,0,3.5,3.3,2.15,0,0.2711119602598395,0.28754298815437523,0.44134505158578524
2021-11-20,2021-22,Celta,Villarreal,1,1,D,12,18,3,6,3,5,1,1,0,0,2.75,3.3,2.55,2,0.34343434343434337,0.2861952861952861,0.37037037037037035
2021-11-20,2021-22,Sevilla,Alaves,2,2,D,16,8,6,3,5,2,4,4,0,0,1.44,4.33,8.5,4,0.6657899211652636,0.2214174333667389,0.1127926454679976
2021-11-20,2021-22,Ath Madrid,Osasuna,1,0,H,15,9,2,3,7,4,2,2,0,0,1.44,4.33,8.0,1,0.661129263749351,0.2198674687757657,0.11900326747488318
2021-11-20,2021-22,Barcelona,Espanol,1,0,H,16,12,6,2,4,4,4,2,0,0,1.36,5.25,7.5,1,0.6942607775720708,0.1798466014281936,0.12589262099973553
2021-11-21,2021-22,Sociedad,Valencia,0,0,D,9,8,2,3,2,4,4,7,1,0,1.72,3.8,4.75,0,0.5510440835266821,0.24941995359628769,0.19953596287703013
2021-11-21,2021-22,Elche,Betis,0,3,A,14,9,4,4,10,1,1,2,0,1,3.6,3.4,2.1,3,0.26503340757238314,0.28062360801781744,0.4543429844097996
2021-11-21,2021-22,Getafe,Cadiz,4,0,H,17,10,8,2,3,7,2,4,0,0,2.0,3.1,4.33,4,0.47459604709542835,0.3061909981260828,0.21921295477848884
2021-11-21,2021-22,Granada,Real Madrid,1,4,A,11,21,3,10,9,6,1,1,1,0,7.0,4.5,1.45,5,0.13544369486248053,0.21069019200830302,0.6538661131292164
2021-11-22,2021-22,Vallecano,Mallorca,3,1,H,15,11,6,5,6,4,3,2,0,0,1.8,3.5,4.75,4,0.5281969817315331,0.27164416203335984,0.20015885623510724
2021-11-26,2021-22,Ath Bilbao,Granada,2,2,D,17,8,5,4,8,3,1,1,1,0,1.36,4.75,9.5,4,0.6995581737849779,0.20029455081001474,0.10014727540500737
2021-11-27,2021-22,Alaves,Celta,1,2,A,13,8,5,5,5,3,3,2,0,0,2.9,3.1,2.55,3,0.32544256895841916,0.30444627418690823,0.3701111568546728
2021-11-27,2021-22,Valencia,Vallecano,1,1,D,8,12,4,6,3,9,6,5,0,0,2.0,3.4,3.9,2,0.47595118449389806,0.2799712849964106,0.24407753050969133
