Date,Season,League,HomeTeam,AwayTeam,FTHG,FTAG,FTR,diff_avg_points,diff_avg_goals_scored,diff_avg_goals_conceded,diff_table_position,diff_days_rest,home_attack_vs_away_defense,away_attack_vs_home_defense,home_avg_goals_scored,home_avg_goals_conceded,home_win_rate,home_clean_sheet_rate,home_table_position,away_avg_goals_scored,away_avg_goals_conceded,away_win_rate,away_clean_sheet_rate,away_table_position,home_matchday,league_Bundesliga,league_La Liga,league_Ligue 1,league_Premier League,league_Serie A,B365H,B365D,B365A
2023-03-12,2022-23,La Liga,Mallorca,Sociedad,1,1,D,0.19999999999999996,0.3999999999999999,0.3999999999999999,6.0,-1.0,0.19999999999999996,-0.5999999999999999,1.2,1.4,0.4,0.2,10.0,0.8,1.0,0.2,0.2,4.0,25,False,True,False,False,False,3.5,2.9,2.38
2023-03-31,2022-23,La Liga,Mallorca,Osasuna,0,0,D,0.0,0.6,-0.20000000000000018,1.0,0.0,-0.40000000000000013,-0.7999999999999999,1.2,1.4,0.2,0.0,11.0,0.6,1.6,0.2,0.2,10.0,27,False,True,False,False,False,2.2,2.9,3.9
2023-04-23,2022-23,La Liga,Mallorca,Getafe,3,1,H,0.0,0.19999999999999996,0.19999999999999996,-5.0,-1.0,0.19999999999999996,-0.19999999999999996,1.0,1.0,0.2,0.4,11.0,0.8,0.8,0.2,0.6,16.0,30,False,True,False,False,False,2.3,2.88,3.75
2023-05-01,2022-23,La Liga,Mallorca,Ath Bilbao,1,1,D,-0.3999999999999999,0.40000000000000013,0.7999999999999999,5.0,1.0,1.0,-0.19999999999999996,1.6,1.4,0.4,0.4,12.0,1.2,0.6,0.6,0.4,7.0,32,False,True,False,False,False,3.6,3.0,2.25
2023-05-12,2022-23,La Liga,Mallorca,Cadiz,1,0,H,0.5999999999999999,0.7999999999999999,-0.40000000000000013,-3.0,-1.0,-0.40000000000000013,-0.7999999999999999,1.4,1.4,0.4,0.2,12.0,0.6,1.8,0.2,0.2,15.0,34,False,True,False,False,False,2.15,2.9,4.0
2023-05-25,2022-23,La Liga,Mallorca,Valencia,1,0,H,-1.2,-0.5999999999999999,0.8,-1.0,1.0,-0.19999999999999996,-0.40000000000000013,0.8,1.8,0.2,0.2,12.0,1.4,1.0,0.6,0.2,13.0,36,False,True,False,False,False,3.3,3.0,2.4
2023-06-04,2022-23,La Liga,Mallorca,Vallecano,3,0,H,0.0,-0.7999999999999999,-0.19999999999999996,2.0,0.0,-1.2000000000000002,-0.20000000000000018,0.6,1.6,0.4,0.4,12.0,1.4,1.8,0.4,0.0,10.0,38,False,True,False,False,False,3.0,3.3,2.38
2023-08-18,2023-24,La Liga,Mallorca,Villarreal,0,1,A,0.0,-0.6000000000000001,0.0,-5.0,1.0,-0.3999999999999999,0.20000000000000018,1.0,1.4,0.4,0.4,10.0,1.6,1.4,0.4,0.2,15.0,2,False,True,False,False,False,2.8,3.2,2.6
2023-09-03,2023-24,La Liga,Mallorca,Ath Bilbao,0,0,D,-0.5999999999999999,-0.19999999999999996,0.40000000000000013,10.0,1.0,0.0,-0.20000000000000018,1.2,1.6,0.2,0.2,18.0,1.4,1.2,0.4,0.2,8.0,4,False,True,False,False,False,3.3,3.0,2.38
2023-09-26,2023-24,La Liga,Mallorca,Barcelona,2,2,D,-2.2,-2.0,0.6000000000000001,15.0,0.0,0.0,1.4000000000000001,1.2,1.8,0.2,0.4,16.0,3.2,1.2,1.0,0.4,1.0,7,False,True,False,False,False,7.5,4.2,1.5
2023-10-07,2023-24,La Liga,Mallorca,Valencia,1,1,D,0.3999999999999999,0.6000000000000001,0.40000000000000013,7.0,1.0,0.20000000000000018,-0.8,1.6,1.8,0.2,0.4,16.0,1.0,1.4,0.2,0.2,9.0,9,False,True,False,False,False,2.5,3.0,3.2
2023-10-28,2023-24,La Liga,Mallorca,Getafe,0,0,D,-0.20000000000000007,0.0,0.40000000000000013,6.0,0.0,-0.19999999999999996,-0.6000000000000001,1.6,2.2,0.0,0.0,17.0,1.6,1.8,0.0,0.2,11.0,11,False,True,False,False,False,2.25,3.0,3.5
2023-11-29,2023-24,La Liga,Mallorca,Cadiz,1,1,D,0.2,-0.2,-0.8,1.0,1.0,-1.6,-0.6,0.2,1.0,0.0,0.2,17.0,0.4,1.8,0.0,0.0,16.0,14,False,True,False,False,False,1.95,3.2,4.33
2023-12-03,2023-24,La Liga,Mallorca,Alaves,0,0,D,-0.9999999999999999,-1.2,-0.19999999999999996,4.0,-5.0,-1.0,0.3999999999999999,0.2,1.0,0.0,0.2,17.0,1.4,1.2,0.4,0.2,13.0,15,False,True,False,False,False,2.45,3.0,3.25
2023-12-09,2023-24,La Liga,Mallorca,Sevilla,1,0,H,-0.20000000000000007,-1.0,-0.5999999999999999,2.0,0.0,-1.2,0.3999999999999999,0.2,0.8,0.0,0.4,17.0,1.2,1.4,0.0,0.0,15.0,16,False,True,False,False,False,2.75,3.1,2.75
2023-12-21,2023-24,La Liga,Mallorca,Osasuna,3,2,H,0.0,-0.6,-0.7999999999999999,4.0,-2.0,-0.7999999999999999,0.6,0.4,0.4,0.2,0.6,16.0,1.0,1.2,0.2,0.2,12.0,18,False,True,False,False,False,2.3,2.9,3.3
2024-01-13,2023-24,La Liga,Mallorca,Celta,1,1,D,0.0,-0.3999999999999999,-0.4,-2.0,0.0,-0.19999999999999996,0.6,0.8,0.6,0.4,0.6,15.0,1.2,1.0,0.4,0.4,17.0,20,False,True,False,False,False,2.5,3.1,3.0
2024-01-27,2023-24,La Liga,Mallorca,Betis,0,1,A,0.19999999999999996,0.0,-0.3999999999999999,5.0,1.0,-0.3999999999999999,0.0,1.0,1.0,0.2,0.2,14.0,1.0,1.4,0.2,0.4,9.0,22,False,True,False,False,False,2.3,3.2,3.2
2024-02-11,2023-24,La Liga,Mallorca,Vallecano,2,1,H,-0.4,-0.4,0.40000000000000013,3.0,3.0,-0.7999999999999999,-0.8,0.4,1.6,0.0,0.0,17.0,0.8,1.2,0.2,0.4,14.0,24,False,True,False,False,False,2.3,3.0,3.4
2024-02-18,2023-24,La Liga,Mallorca,Sociedad,1,2,A,0.0,0.4,1.0,9.0,-1.0,0.20000000000000007,-1.2000000000000002,0.8,1.6,0.2,0.0,16.0,0.4,0.6,0.2,0.6,7.0,25,False,True,False,False,False,3.4,2.8,2.5
2024-03-03,2023-24,La Liga,Mallorca,Girona,1,0,H,-0.5999999999999999,-0.3999999999999999,0.40000000000000013,15.0,2.0,-0.5999999999999999,-0.6000000000000001,0.8,1.8,0.2,0.0,17.0,1.2,1.4,0.4,0.6,2.0,27,False,True,False,False,False,3.25,3.2,2.3
2024-03-16,2023-24,La Liga,Mallorca,Granada,1,0,H,0.7999999999999999,-0.6000000000000001,-1.6,-4.0,1.0,-1.6,0.6000000000000001,1.0,1.0,0.4,0.2,15.0,1.6,2.6,0.0,0.0,19.0,29,False,True,False,False,False,1.83,3.3,5.0
2024-04-13,2023-24,La Liga,Mallorca,Real Madrid,0,1,A,-1.0,-2.0,-0.4,14.0,1.0,-0.20000000000000007,2.2,0.6,0.4,0.4,0.6,15.0,2.6,0.8,0.8,0.6,1.0,31,False,True,False,False,False,5.0,3.6,1.75
2024-05-04,2023-24,La Liga,Mallorca,Ath Madrid,0,1,A,-0.8,-1.0,-0.8,12.0,-1.0,-1.0,0.8,0.6,0.8,0.2,0.4,16.0,1.6,1.6,0.6,0.0,4.0,34,False,True,False,False,False,3.75,3.2,2.15
2024-05-11,2023-24,La Liga,Mallorca,Las Palmas,1,0,H,0.4,0.2,-1.2000000000000002,3.0,0.0,-1.8000000000000003,-0.8,0.4,1.0,0.0,0.2,17.0,0.2,2.2,0.0,0.0,14.0,35,False,True,False,False,False,1.65,3.5,6.5
2024-05-19,2023-24,La Liga,Mallorca,Almeria,2,2,D,0.4,-0.19999999999999996,-1.0,-3.0,2.0,-1.2,0.0,0.8,1.0,0.2,0.2,17.0,1.0,2.0,0.2,0.2,20.0,37,False,True,False,False,False,1.5,4.1,7.0
2024-08-18,2024-25,La Liga,Mallorca,Real Madrid,1,1,D,-0.6000000000000001,-2.0,0.19999999999999996,-1.0,0.0,0.3999999999999999,2.2,1.2,1.0,0.4,0.2,11.0,3.2,0.8,0.6,0.8,12.0,1,False,True,False,False,False,8.0,4.2,1.45
2024-08-27,2024-25,La Liga,Mallorca,Sevilla,0,0,D,1.0,0.3999999999999999,-0.6000000000000001,3.0,-1.0,-0.6000000000000001,-0.3999999999999999,1.2,1.2,0.2,0.0,17.0,0.8,1.8,0.0,0.0,14.0,3,False,True,False,False,False,2.38,3.1,3.25
2024-09-14,2024-25,La Liga,Mallorca,Villarreal,1,2,A,-0.19999999999999996,-1.2,-1.0,6.0,0.0,-0.8,1.4,0.8,0.6,0.4,0.4,10.0,2.0,1.6,0.4,0.0,4.0,5,False,True,False,False,False,2.45,3.4,2.88
2024-09-17,2024-25,La Liga,Mallorca,Sociedad,1,0,H,0.19999999999999996,0.0,-0.3999999999999999,-3.0,0.0,-0.6,-0.20000000000000007,0.6,0.8,0.2,0.4,13.0,0.6,1.2,0.2,0.4,16.0,6,False,True,False,False,False,2.9,2.75,3.0
2024-10-20,2024-25,La Liga,Mallorca,Vallecano,1,0,H,0.0,0.0,0.3999999999999999,-1.0,0.0,0.5999999999999999,0.19999999999999996,1.4,1.2,0.6,0.2,8.0,1.4,0.8,0.4,0.2,9.0,10,False,True,False,False,False,2.05,3.1,4.0
2024-10-28,2024-25,La Liga,Mallorca,Ath Bilbao,0,0,D,0.3999999999999999,-0.8000000000000003,-0.19999999999999996,1.0,-1.0,0.3999999999999999,1.4000000000000001,1.4,0.8,0.8,0.4,8.0,2.2,1.0,0.6,0.2,7.0,11,False,True,False,False,False,2.9,3.1,2.55
2024-11-10,2024-25,La Liga,Mallorca,Ath Madrid,0,1,A,-0.20000000000000018,-0.5999999999999999,0.0,4.0,2.0,0.0,0.5999999999999999,0.8,0.8,0.4,0.4,8.0,1.4,0.8,0.4,0.2,4.0,13,False,True,False,False,False,3.6,3.1,2.2
2024-11-29,2024-25,La Liga,Mallorca,Valencia,2,1,H,0.3999999999999999,-0.5999999999999999,-1.0,-10.0,0.0,-1.0,0.5999999999999999,0.8,0.8,0.4,0.4,8.0,1.4,1.8,0.2,0.2,18.0,15,False,True,False,False,False,2.0,3.0,4.5
2024-12-03,2024-25,La Liga,Mallorca,Barcelona,1,5,A,0.0,-1.0,-0.19999999999999996,5.0,1.0,-0.19999999999999996,1.0,1.0,1.0,0.4,0.2,6.0,2.0,1.2,0.4,0.2,1.0,16,False,True,False,False,False,5.75,4.33,1.53
2024-12-14,2024-25,La Liga,Mallorca,Girona,2,1,H,-0.8,-1.0000000000000002,0.40000000000000013,-1.0,1.0,-0.6000000000000001,0.0,1.2,2.2,0.4,0.0,8.0,2.2,1.8,0.6,0.2,9.0,18,False,True,False,False,False,2.3,3.1,3.25
2025-01-25,2024-25,La Liga,Mallorca,Betis,0,1,A,0.19999999999999996,-0.3999999999999999,0.7999999999999998,-6.0,-2.0,-0.8,-1.2,0.8,2.4,0.4,0.2,6.0,1.2,1.6,0.2,0.0,12.0,21,False,True,False,False,False,2.25,3.0,3.5
2025-02-10,2024-25,La Liga,Mallorca,Osasuna,1,1,D,0.19999999999999996,-0.4,0.40000000000000013,1.0,1.0,-0.6,-0.6000000000000001,0.6,1.6,0.4,0.2,10.0,1.0,1.2,0.2,0.0,9.0,23,False,True,False,False,False,2.0,3.0,4.33
2025-02-16,2024-25,La Liga,Mallorca,Las Palmas,3,1,H,0.6000000000000001,-0.6,-0.6000000000000001,-6.0,-2.0,-1.8000000000000003,-0.6000000000000001,0.4,1.6,0.2,0.2,10.0,1.0,2.2,0.0,0.0,16.0,24,False,True,False,False,False,1.73,3.5,5.25
2025-03-02,2024-25,La Liga,Mallorca,Alaves,1,1,D,0.6,0.19999999999999996,-0.19999999999999996,-11.0,-2.0,-0.3999999999999999,-0.3999999999999999,1.0,1.2,0.2,0.0,8.0,0.8,1.4,0.0,0.0,19.0,26,False,True,False,False,False,2.25,3.1,3.5
2025-03-15,2024-25,La Liga,Mallorca,Espanol,2,1,H,-0.20000000000000018,0.3999999999999999,0.19999999999999996,-8.0,1.0,0.5999999999999999,0.0,1.4,1.0,0.2,0.0,7.0,1.0,0.8,0.4,0.4,15.0,28,False,True,False,False,False,1.77,3.3,5.0
2025-04-05,2024-25,La Liga,Mallorca,Celta,1,2,A,-1.0000000000000002,-0.3999999999999999,0.19999999999999996,2.0,1.0,0.19999999999999996,0.3999999999999999,1.0,1.0,0.2,0.0,9.0,1.4,0.8,0.6,0.4,7.0,30,False,True,False,False,False,2.63,3.2,2.8
2025-04-19,2024-25,La Liga,Mallorca,Leganes,0,0,D,1.2,0.0,-1.0,-11.0,0.0,-0.8,0.19999999999999996,1.2,1.0,0.4,0.2,8.0,1.2,2.0,0.0,0.0,19.0,32,False,True,False,False,False,1.85,3.1,5.0
2025-05-10,2024-25,La Liga,Mallorca,Valladolid,2,1,H,0.8,-0.6,-2.8,-10.0,-2.0,-3.0,0.3999999999999999,0.6,0.8,0.2,0.4,10.0,1.2,3.6,0.0,0.0,20.0,35,False,True,False,False,False,1.33,5.25,9.0
2025-05-18,2024-25,La Liga,Mallorca,Getafe,1,2,A,0.8,0.6,-0.6000000000000001,-5.0,1.0,-1.0,-1.0,0.6,1.0,0.2,0.2,10.0,0.0,1.6,0.0,0.0,15.0,37,False,True,False,False,False,2.0,3.2,4.2
2020-09-27,2020-21,La Liga,Osasuna,Levante,1,3,A,1.5,-1.0,-3.5,-9.0,-6.0,-3.0,1.5,1.0,0.5,0.5,0.5,9.0,2.0,4.0,0.0,0.0,18.0,3,False,True,False,False,False,2.3,3.2,3.25
2020-10-04,2020-21,La Liga,Osasuna,Celta,2,0,H,-0.25,0.25,0.08333333333333326,5.0,4.0,-0.25,-0.5833333333333333,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,17.0,0.75,1.25,0.25,0.25,12.0,4,False,True,False,False,False,2.7,3.1,2.75
2020-10-24,2020-21,La Liga,Osasuna,Ath Bilbao,1,0,H,0.19999999999999996,0.19999999999999996,-0.19999999999999996,-2.0,0.0,0.0,0.0,1.0,0.8,0.4,0.6,12.0,0.8,1.0,0.4,0.2,14.0,6,False,True,False,False,False,3.25,2.9,2.4
2020-10-31,2020-21,La Liga,Osasuna,Ath Madrid,1,3,A,-0.8000000000000003,-1.2,0.6000000000000001,1.0,0.0,0.6000000000000001,1.2,0.8,0.8,0.4,0.6,7.0,2.0,0.2,0.6,0.8,6.0,7,False,True,False,False,False,5.5,3.3,1.75
2020-11-20,2020-21,La Liga,Osasuna,Huesca,1,1,D,0.7999999999999999,-0.19999999999999996,-1.4000000000000001,-7.0,0.0,-1.4000000000000001,0.19999999999999996,0.8,0.8,0.4,0.6,13.0,1.0,2.2,0.0,0.2,20.0,9,False,True,False,False,False,2.4,3.0,3.25
2020-12-06,2020-21,La Liga,Osasuna,Betis,0,2,A,0.20000000000000007,-0.4,-0.9999999999999998,2.0,1.0,-2.1999999999999997,-0.8,0.6,1.8,0.2,0.2,18.0,1.0,2.8,0.2,0.0,16.0,11,False,True,False,False,False,2.62,3.3,2.7
2020-12-19,2020-21,La Liga,Osasuna,Villarreal,1,3,A,-1.2,-0.6,1.4000000000000001,15.0,2.0,-0.20000000000000007,-1.0000000000000002,0.6,2.2,0.0,0.0,19.0,1.2,0.8,0.2,0.2,4.0,13,False,True,False,False,False,3.6,3.4,2.1
2020-12-31,2020-21,La Liga,Osasuna,Alaves,1,1,D,-1.2,0.19999999999999996,1.7999999999999998,6.0,1.0,0.0,-1.9999999999999998,1.0,2.8,0.0,0.0,19.0,0.8,1.0,0.4,0.2,13.0,15,False,True,False,False,False,2.35,3.25,3.1
2021-01-09,2020-21,La Liga,Osasuna,Real Madrid,0,0,D,-2.0,-0.8000000000000003,1.4,17.0,-1.0,0.7999999999999999,0.20000000000000018,1.4,2.0,0.0,0.0,19.0,2.2,0.6,0.8,0.4,2.0,17,False,True,False,False,False,6.5,4.75,1.45
2021-01-24,2020-21,La Liga,Osasuna,Granada,3,1,H,-0.5999999999999999,-0.6,-0.8,12.0,-1.0,-1.2000000000000002,0.19999999999999996,0.6,1.0,0.0,0.2,19.0,1.2,1.8,0.4,0.2,7.0,20,False,True,False,False,False,2.5,3.1,3.0
2021-02-07,2020-21,La Liga,Osasuna,Eibar,2,1,H,0.19999999999999996,-0.19999999999999996,-0.3999999999999999,2.0,-2.0,-0.5999999999999999,0.0,0.8,1.0,0.2,0.2,18.0,1.0,1.4,0.2,0.2,16.0,22,False,True,False,False,False,2.55,3.0,3.0
2021-02-22,2020-21,La Liga,Osasuna,Sevilla,0,2,A,-1.0,-0.8000000000000003,0.6000000000000001,9.0,-1.0,1.2,1.4000000000000001,1.4,0.8,0.6,0.2,13.0,2.2,0.2,1.0,0.8,4.0,24,False,True,False,False,False,4.0,3.3,2.0
2021-03-06,2020-21,La Liga,Osasuna,Barcelona,0,2,A,-0.8,-1.9999999999999998,0.0,11.0,0.0,0.0,1.9999999999999998,0.8,0.8,0.6,0.4,13.0,2.8,0.8,0.8,0.4,2.0,26,False,True,False,False,False,5.75,4.5,1.5
2021-03-13,2020-21,La Liga,Osasuna,Valladolid,0,0,D,0.8,0.0,0.0,-3.0,0.0,-0.19999999999999996,-0.19999999999999996,0.8,1.0,0.6,0.4,13.0,0.8,1.0,0.2,0.0,16.0,27,False,True,False,False,False,2.2,3.1,3.6
2021-04-03,2020-21,La Liga,Osasuna,Getafe,0,0,D,0.0,-0.8,0.0,-1.0,1.0,-0.6000000000000001,0.19999999999999996,0.2,0.8,0.2,0.6,13.0,1.0,0.8,0.2,0.4,14.0,29,False,True,False,False,False,2.55,2.8,3.2
2021-04-18,2020-21,La Liga,Osasuna,Elche,2,0,H,0.7999999999999999,-0.4,-1.2000000000000002,-4.0,-2.0,-1.4,0.20000000000000007,0.4,0.6,0.2,0.6,14.0,0.8,1.8,0.0,0.0,18.0,31,False,True,False,False,False,1.9,3.3,4.33
2021-04-21,2020-21,La Liga,Osasuna,Valencia,3,1,H,0.8,-0.5999999999999999,-1.4000000000000001,-2.0,0.0,-0.8,1.2,0.8,0.2,0.4,0.8,12.0,1.4,1.6,0.2,0.0,14.0,32,False,True,False,False,False,2.3,3.25,3.2
2021-05-11,2020-21,La Liga,Osasuna,Cadiz,3,2,H,-0.20000000000000018,0.8,0.3999999999999999,1.0,0.0,0.6000000000000001,-0.5999999999999999,1.6,1.4,0.4,0.2,12.0,0.8,1.0,0.4,0.4,11.0,36,False,True,False,False,False,1.95,3.4,4.0
2021-05-22,2020-21,La Liga,Osasuna,Sociedad,0,1,A,-1.0,-0.20000000000000018,1.2,6.0,0.0,0.5999999999999999,-0.3999999999999999,1.4,2.0,0.2,0.0,11.0,1.6,0.8,0.6,0.4,5.0,38,False,True,False,False,False,5.0,4.33,1.61
2021-08-23,2021-22,La Liga,Osasuna,Celta,0,0,D,-0.8,-0.8,-0.20000000000000018,-2.0,1.0,-0.40000000000000013,0.6000000000000001,1.2,1.4,0.2,0.2,15.0,2.0,1.6,0.6,0.2,17.0,2,False,True,False,False,False,2.62,3.25,2.75
2021-09-12,2021-22,La Liga,Osasuna,Valencia,1,4,A,-1.2000000000000002,-1.0,0.6,6.0,-2.0,0.4,0.8,0.8,1.0,0.2,0.4,9.0,1.8,0.4,0.6,0.6,3.0,4,False,True,False,False,False,2.4,3.2,3.1
2021-09-23,2021-22,La Liga,Osasuna,Betis,1,3,A,0.40000000000000013,0.0,0.0,-3.0,1.0,0.0,0.0,1.2,1.2,0.4,0.6,9.0,1.2,1.2,0.2,0.0,12.0,6,False,True,False,False,False,2.37,3.25,3.0
2021-10-02,2021-22,La Liga,Osasuna,Vallecano,1,0,H,-0.8,-0.6000000000000001,1.6,5.0,0.0,1.4,0.3999999999999999,2.0,2.2,0.6,0.2,10.0,2.6,0.6,0.8,0.4,5.0,8,False,True,False,False,False,2.15,3.4,3.4
2021-10-22,2021-22,La Liga,Osasuna,Granada,1,1,D,1.5999999999999999,0.8,-0.19999999999999996,-12.0,-14.0,0.40000000000000013,-0.19999999999999996,1.8,1.2,0.8,0.4,5.0,1.0,1.4,0.2,0.2,17.0,10,False,True,False,False,False,1.72,3.5,5.25
2021-11-07,2021-22,La Liga,Osasuna,Sociedad,0,2,A,-0.19999999999999996,-0.5999999999999999,0.0,5.0,1.0,0.0,0.5999999999999999,0.8,0.8,0.4,0.4,7.0,1.4,0.8,0.4,0.4,2.0,13,False,True,False,False,False,3.1,3.3,2.35
2021-11-29,2021-22,La Liga,Osasuna,Elche,1,1,D,0.0,-0.8,-0.8,-7.0,1.0,-1.8,-0.19999999999999996,0.2,1.2,0.0,0.2,11.0,1.0,2.0,0.0,0.0,18.0,15,False,True,False,False,False,1.8,3.4,4.75
2021-12-12,2021-22,La Liga,Osasuna,Barcelona,2,2,D,-1.2000000000000002,-1.4000000000000001,0.0,3.0,-1.0,-1.0,0.40000000000000013,0.2,1.2,0.0,0.2,11.0,1.6,1.2,0.4,0.2,8.0,17,False,True,False,False,False,4.0,3.5,1.9
2022-01-03,2021-22,La Liga,Osasuna,Ath Bilbao,1,3,A,-0.20000000000000007,-0.20000000000000007,-0.19999999999999996,3.0,3.0,-0.6,-0.19999999999999996,0.6,1.0,0.0,0.2,14.0,0.8,1.2,0.2,0.2,11.0,19,False,True,False,False,False,3.1,3.0,2.5
2022-01-09,2021-22,La Liga,Osasuna,Cadiz,2,0,H,0.19999999999999996,0.20000000000000007,-0.40000000000000013,-5.0,0.0,-1.0,-0.7999999999999999,0.8,1.4,0.0,0.2,14.0,0.6,1.8,0.0,0.2,19.0,20,False,True,False,False,False,1.75,3.3,5.75
2022-02-05,2021-22,La Liga,Osasuna,Sevilla,0,0,D,-0.6000000000000001,-0.19999999999999996,0.3999999999999999,9.0,-1.0,0.19999999999999996,0.0,1.0,1.2,0.4,0.4,11.0,1.2,0.8,0.4,0.4,2.0,23,False,True,False,False,False,3.6,3.2,2.15
2022-02-19,2021-22,La Liga,Osasuna,Ath Madrid,0,3,A,0.6000000000000001,-0.8000000000000003,-2.0,4.0,4.0,-1.0,1.8000000000000003,1.4,0.4,0.6,0.8,9.0,2.2,2.4,0.4,0.0,5.0,25,False,True,False,False,False,3.9,3.25,2.05
2022-03-05,2021-22,La Liga,Osasuna,Villarreal,1,0,H,-1.2000000000000002,-1.7999999999999998,0.4,4.0,0.0,0.6,1.9999999999999998,1.0,0.8,0.4,0.6,11.0,2.8,0.4,0.8,0.6,7.0,27,False,True,False,False,False,3.5,3.4,2.1
2022-03-19,2021-22,La Liga,Osasuna,Levante,3,1,H,-0.40000000000000013,-0.5999999999999999,0.6000000000000001,-9.0,-1.0,-0.19999999999999996,-0.20000000000000018,0.8,1.6,0.4,0.4,11.0,1.4,1.0,0.4,0.4,20.0,29,False,True,False,False,False,1.9,3.5,4.2
2022-04-10,2021-22,La Liga,Osasuna,Alaves,1,0,H,0.7999999999999999,0.0,0.0,-10.0,-1.0,-1.0,-1.0,1.0,2.0,0.4,0.2,10.0,1.0,2.0,0.0,0.2,20.0,31,False,True,False,False,False,1.95,3.3,4.33
2022-04-20,2021-22,La Liga,Osasuna,Real Madrid,1,3,A,-0.5999999999999999,-0.6000000000000001,0.6000000000000001,8.0,1.0,0.0,0.0,1.4,2.0,0.6,0.2,9.0,2.0,1.4,0.8,0.4,1.0,33,False,True,False,False,False,5.0,3.75,1.66
2022-05-11,2021-22,La Liga,Osasuna,Getafe,1,1,D,0.6000000000000001,0.6,0.3999999999999999,-6.0,0.0,0.3999999999999999,-0.6,1.2,1.2,0.4,0.2,9.0,0.6,0.8,0.2,0.6,15.0,36,False,True,False,False,False,2.7,2.9,3.0
2022-05-22,2021-22,La Liga,Osasuna,Mallorca,0,2,A,-0.7999999999999999,-0.5999999999999999,-0.3999999999999999,-8.0,0.0,-1.2,-0.20000000000000018,0.8,1.6,0.0,0.0,10.0,1.4,2.0,0.4,0.2,18.0,38,False,True,False,False,False,3.3,3.4,2.2
2022-08-12,2022-23,La Liga,Osasuna,Sevilla,2,1,H,-0.7999999999999999,-0.20000000000000007,0.7999999999999999,0.0,0.0,0.0,-0.5999999999999999,0.6,1.4,0.0,0.0,10.0,0.8,0.6,0.2,0.4,10.0,1,False,True,False,False,False,3.2,3.1,2.4
2022-08-20,2022-23,La Liga,Osasuna,Cadiz,2,0,H,-0.3999999999999999,-0.19999999999999996,0.3999999999999999,-12.0,2.0,-0.19999999999999996,-0.3999999999999999,0.8,1.4,0.2,0.0,5.0,1.0,1.0,0.4,0.4,17.0,2,False,True,False,False,False,1.9,3.25,4.5
2022-09-04,2022-23,La Liga,Osasuna,Vallecano,2,1,H,0.3999999999999999,-0.19999999999999996,-0.40000000000000013,-4.0,1.0,-0.8,-0.19999999999999996,0.8,1.2,0.4,0.2,9.0,1.0,1.6,0.2,0.4,13.0,4,False,True,False,False,False,2.0,3.1,4.33
2022-09-18,2022-23,La Liga,Osasuna,Getafe,0,2,A,1.5999999999999999,0.5999999999999999,-1.7999999999999998,-12.0,-1.0,-1.0,0.20000000000000007,1.4,0.6,0.8,0.4,5.0,0.8,2.4,0.2,0.2,17.0,6,False,True,False,False,False,1.8,3.4,5.0
2022-10-07,2022-23,La Liga,Osasuna,Valencia,1,2,A,0.0,-1.4000000000000001,-0.19999999999999996,-3.0,0.0,-0.3999999999999999,1.2000000000000002,0.8,1.0,0.4,0.2,6.0,2.2,1.2,0.4,0.2,9.0,8,False,True,False,False,False,2.4,3.2,3.1
2022-10-20,2022-23,La Liga,Osasuna,Espanol,1,0,H,-0.19999999999999996,-1.0,-0.40000000000000013,-5.0,-1.0,-1.2000000000000002,0.20000000000000018,0.6,1.4,0.2,0.2,9.0,1.6,1.8,0.2,0.2,14.0,10,False,True,False,False,False,2.05,3.6,3.5
2022-10-30,2022-23,La Liga,Osasuna,Valladolid,2,0,H,-1.0,-0.8,0.3999999999999999,-2.0,-1.0,0.0,0.40000000000000013,0.8,1.2,0.2,0.2,9.0,1.6,0.8,0.6,0.4,11.0,12,False,True,False,False,False,1.9,3.4,4.33
2022-11-08,2022-23,La Liga,Osasuna,Barcelona,1,2,A,-0.3999999999999999,-1.0000000000000002,0.20000000000000007,4.0,0.0,0.6,1.4000000000000001,1.2,0.8,0.6,0.4,5.0,2.2,0.6,0.8,0.8,1.0,14,False,True,False,False,False,5.75,4.2,1.53
2023-01-14,2022-23,La Liga,Osasuna,Mallorca,1,0,H,-0.6000000000000001,0.0,0.4,-2.0,-2.0,0.4,0.0,1.0,1.0,0.4,0.4,8.0,1.0,0.6,0.6,0.6,10.0,17,False,True,False,False,False,2.0,3.1,4.33
2023-01-29,2022-23,La Liga,Osasuna,Ath Madrid,0,1,A,-0.3999999999999999,-0.6,0.4,3.0,-1.0,0.0,0.19999999999999996,0.6,1.0,0.2,0.4,7.0,1.2,0.6,0.4,0.4,4.0,19,False,True,False,False,False,3.6,3.1,2.2
2023-02-18,2022-23,La Liga,Osasuna,Real Madrid,0,2,A,-0.8,-1.0,0.39999999999999997,7.0,3.0,0.39999999999999997,1.0,0.6,0.6,0.2,0.4,9.0,1.6,0.2,0.6,0.8,2.0,22,False,True,False,False,False,4.33,3.6,1.8
2023-03-06,2022-23,La Liga,Osasuna,Celta,0,0,D,-1.0,-1.0,0.19999999999999996,-4.0,0.0,-0.19999999999999996,0.6000000000000001,0.8,1.2,0.2,0.2,9.0,1.8,1.0,0.6,0.4,13.0,24,False,True,False,False,False,2.8,3.0,2.8
